Beer,Brewery,Style,YourRating,GlobalRating
Big Frooty #27: Kleetus B,Barn Town Brewing,Sour - Smoothie / Pastry,4.5,4.1
Jõuluöö,Põhjala,Porter - Imperial / Double,4,3.9
Blessed,Anchorage Brewing Company,Stout - Imperial / Double,5,4.76
Silent Steps,Barn Town Brewing,IPA - Imperial / Double New England / Hazy,4,4
Double Donuts (Barrel-Aged),SingleSpeed Brewing Company,Stout - Imperial / Double Oatmeal,4.5,4.22
Big Frooty #26: Mace Daddy,Barn Town Brewing,Sour - Smoothie / Pastry,4.25,3.99
KBS Maple Mackinac Fudge,Founders Brewing Co.,Stout - Imperial / Double Coffee,4.75,4.37
Direct Current,Surly Brewing Company,IPA - American,4,3.7
"Peanut Butter Party, Peanut Butter Porter",Confluence Brewing Company,Porter - Other,4.25,3.98
"Anniversary Jam, Fruited Blonde Ale",Confluence Brewing Company,Blonde Ale,4.25,3.9
Tweak (Bourbon Barrel Aged),Avery Brewing Co.,Stout - Imperial / Double Coffee,4.25,4.39
Baby's First SmushPop,Lua Brewing,Sour - Other,4.5,4.32
Double Pushpop: To A Tradition,Lua Brewing,Sour - Fruited,4.5,4.55
Peanut Butter Porter/ Whiskey Barrel,Mistress Brewing Company,Porter - Other,3.5,3.59
Richard the Whale (2019),Big Grove Brewery,Stout - Russian Imperial,4.5,4.35
Double Donuts,SingleSpeed Brewing Company,Stout - Imperial / Double Oatmeal,4.25,4.14
Witch Slap,Clock House Brewing,IPA - New England / Hazy,4.25,4.07
B.O.R.I.S. The Crusher,Hoppin' Frog Brewery,Stout - Russian Imperial,3.75,4.05
Richard the Whale ,Big Grove Brewery,Stout - Russian Imperial,4.5,4.27
Big Frooty #24: Johnny La Rouge,Barn Town Brewing,Sour - Smoothie / Pastry,4,3.96
Assassin with Coconut (2019),Toppling Goliath Brewing Co.,Stout - Imperial / Double,5,4.59
Darkness (2017) Barrel-Aged,Surly Brewing Company,Stout - Russian Imperial,2.25,4.38
O'Henry Batata Autumn Ale,Alluvial Brewing Company,Red Ale - American Amber / Red,4,4.05
Red Zeppelin,Lake Time Brewery,Red Ale - American Amber / Red,4,3.54
Perfectly Pleasant,Gezellig Brewing Company,Stout - American,3.75,3.96
Adventures of Frank Vol 4: the Godfather,Gezellig Brewing Company,IPA - Imperial / Double,3.75,4.13
Ecto Coolest,Barn Town Brewing,Sour - Fruited,4.25,3.96
Pivot!,Barn Town Brewing,IPA - New England / Hazy,4.25,3.92
Barrel Aged The Visitor Imperial Stout (Malted Milk Ball) -- Batch I (9/10/2020),Alluvial Brewing Company,Stout - Imperial / Double,4.5,3.86
RAWR,The Brewing Projekt,IPA - New England / Hazy,4.5,4.08
All Day IPA,Founders Brewing Co.,IPA - Session,3.5,3.7
Harvestivus,515 Brewing Company,Märzen,3.5,3.82
8th Anniversary Oatmeal Raisin Cookie Stout,Backpocket Brewing,Stout - Russian Imperial,4,4.02
Hop-15 Ale,Port Brewing Company,IPA - Imperial / Double,4,3.99
Lost In Spacejuice,Marto Brewing Company,IPA - New England / Hazy,4.25,4.11
Mornin' Delight (2020),Toppling Goliath Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.54
Oktoberfest,Jacob Leinenkugel Brewing Company,Märzen,3,3.39
Wild Streak,Brooklyn Brewery,Wild Ale - American,3.75,3.72
Violet Underground,Firestone Walker Brewing Company,Wild Ale - Other,4.25,4.11
Firestone 23 (XXIII) Anniversary Ale (2019),Firestone Walker Brewing Company,Strong Ale - American,3.75,4.32
Barrel Aged Comrade With Coffee And Vanilla,ZümBier,Stout - Russian Imperial,4.25,4.32
Dragons,Urban Artifact,Fruit Beer,4,4.03
Dreamsicle,903 Brewers,Sour - Smoothie / Pastry,4.5,4.13
Hazy IPA,Grumpy Goat Tavern,IPA - New England / Hazy,3.5,3.72
Coffee Coconut Stout,WeldWerks Brewing Co.,Stout - Imperial / Double Milk,4,4.11
Mikerphone Solo,Mikerphone Brewing,IPA - New England / Hazy,4.5,4.13
Puppy,Anchorage Brewing Company,IPA - American,4.5,4.02
Wild Sour Series: Salted Watermelon Gose,DESTIHL Brewery,Sour - Fruited Gose,3,3.71
Oktobot 3000 (2020),Lion Bridge Brewing Company,Märzen,4.25,3.96
Mango Fett,Franklin Street Brewing Company,IPA - New England / Hazy,4.25,3.92
Big Blueberry Ox,Boulevard Brewing Co.,Farmhouse Ale - Saison,4,3.76
Pushpop: Uneven Seams,Lua Brewing,Sour - Fruited,4.75,4.38
Miracle Toast,Hoof Hearted Brewing,Stout - Imperial / Double,4,4.06
Pushpop: the Pointer Brothers,Lua Brewing,Sour - Fruited,5,4.54
Game of Thrones: For the Throne,Brewery Ommegang,Belgian Strong Golden Ale,4,3.79
Pineapple Cherry Swirl,Big Grove Brewery,Sour - Fruited Berliner Weisse,4,3.9
Algorithm,Lua Brewing,Sour - Fruited,4.75,4.27
Black Is Beautiful,Lua Brewing,Stout - Imperial / Double Pastry,4.75,4.49
Simulacra,Lua Brewing,Sour - Fruited,4,4.24
B-Bomb (2016),Fremont Brewing,Winter Ale,4.25,4.36
Michelob Golden Light,Anheuser-Busch,Lager - American Light,3.25,2.82
Little Black Dress,Mistress Brewing Company,IPA - Black / Cascadian Dark Ale,3.25,3.58
Rhubbyl Strawberry Sour,Alluvial Brewing Company,Sour - Other,4.25,3.91
Lutris Pale Ale,Alluvial Brewing Company,Pale Ale - New England / Hazy,4,3.97
"Wicked Tripel, Oak Barrel Aged Belgian-Style Tripel Ale",Confluence Brewing Company,Belgian Tripel,3.75,3.76
Emperor Norton,Almanac Beer Company,IPA - Belgian,3.5,3.76
Final Entropy,Jackie O's Brewery,Farmhouse Ale - Other,2.75,3.77
Barrel Aged Velvet | 2020,Big Grove Brewery,Stout - Imperial / Double,5,4.66
Into the Jungle,Big Grove Brewery,Sour - Fruited,4.25,4.1
Estrella Jalisco,Grupo Modelo,Lager - Mexican,3,3.14
Black Butte XXXI,Deschutes Brewery,Porter - Imperial / Double,4,4.12
For Life,Indie Brewing Company,Stout - Imperial / Double,4.25,4.09
Dino S'mores,Off Color Brewing,Stout - Russian Imperial,4,4.02
A Round on the House,_____ Brewing,Stout - Milk / Sweet,3.75,3.86
Imperial Wedding Cake Break (2019),Evil Twin Brewing,Porter - Imperial / Double,4,3.94
"Light & Squeezy, Lemon-Raspberry Radler",Confluence Brewing Company,Shandy / Radler,4,3.91
8th Anniversary Stout,Backpocket Brewing,Stout - Russian Imperial,4,4.1
Reindeer Tears (2018),Heathen Brewing,Barleywine - American,4.25,4
Triple Surfer,Trophy Brewing Company,IPA - Triple,4.25,4.14
Oak Aged Belgian Quad Ale,Mistress Brewing Company,Belgian Quadrupel,3.5,3.8
Lunch,Maine Beer Company,IPA - American,4,4.17
Member Berries,Marto Brewing Company,Sour - Fruited,4.25,4.14
Black Is Beautiful,Barn Town Brewing,Stout - Imperial / Double,4.25,3.99
Room For Activities,Marto Brewing Company,Sour - Fruited,4.25,3.99
Cin Sin (2020),Barn Town Brewing,Stout - Imperial / Double,4.25,4.03
Hazelnut Pot De Crème (All Canned Dates),Hubbard's Cave,Stout - Imperial / Double Pastry,4.25,4.13
I Believe In Love,Allagash Brewing Company,Sour - Fruited,4,4.06
Ghosts in the Forest,The Lost Abbey,Wild Ale - American,4,4.07
Hazy Day IPA,Carroll Brewing Company,IPA - Session,3.25,3.66
10th Anniversary Barrel-Aged Torpedo,Sierra Nevada Brewing Co.,IPA - American,3.75,3.96
Imperial Coconut Porter,Maui Brewing Company,Porter - Imperial / Double,3.75,4.13
Orange Lazarus Milkshake IPA,Alluvial Brewing Company,IPA - Milkshake,4.5,3.98
Danny Boy,Pulpit Rock Brewing Company,IPA - American,3.75,3.92
Pour-Over Porter (Tanzanian Peaberry),Pulpit Rock Brewing Company,Porter - Coffee,4,4.16
Remember,Lua Brewing,Stout - Imperial / Double,5,4.52
Rolling Thunder Imperial Stout (2020),Rogue Ales,Stout - Imperial / Double,4,4.19
Weissbier,Carroll Brewing Company,Wheat Beer - Other,3.75,3.72
India Pale Ale,Carroll Brewing Company,IPA - American,3.75,3.61
Cryptomnesia,Pulpit Rock Brewing Company,Sour - Fruited,3.75,4.19
Hoopla,Pulpit Rock Brewing Company,Sour - Fruited,4.25,4.28
Busch Light Apple,Anheuser-Busch,Lager - American Light,3.5,3.39
Black Is Beautiful,Pulpit Rock Brewing Company,Stout - Milk / Sweet,4.5,4.24
Sunshine And Swimsuits,Pulpit Rock Brewing Company,Sour - Fruited,4.5,4.26
Madagascar,4 Hands Brewing Company,Stout - Imperial / Double Milk,4.5,4.34
Three Chocolatiers,Riverlands Brewing Company,Stout - Imperial / Double Milk,4,4.2
Eclipse - Booker's (BKR) (2019),FiftyFifty Brewing Co.,Stout - Imperial / Double,4.25,4.3
Cavatica Stout,Fort George Brewery,Stout - Imperial / Double,3.75,3.91
W4 Dry Hopped Gose,Transmitter Brewing,Sour - Traditional Gose,3.75,3.93
Bramble Candy [BANISHED] 2020,Crux Fermentation Project,Sour - Fruited,3.75,4.12
Dragon’s Milk Reserve: Scotch Barrel-Aged Stout With Marshmallow & Dark Chocolate (2020-2),New Holland Brewing,Stout - Imperial / Double,4.25,4.26
Champion Ground,Jackie O's Brewery,Stout - Imperial / Double Coffee,4.5,4.36
DDH Tropic-Hero,Revolution Brewing Company,IPA - New England / Hazy,4,3.98
Vanilla Drive-In,Barn Town Brewing,IPA - Milkshake,4.25,4.06
Rocket Pop Summer Sour,Barn Town Brewing,Sour - Fruited,4.5,4.08
Peanut Butter Jelly Crime,Superstition Meadery,Mead - Melomel,4.25,4.16
REBEL (Ghost 860),Adroit Theory,IPA - Imperial / Double New England / Hazy,4.25,4.18
Brain Squeeze - Blackberry/Cucumber,Drekker Brewing Company,Sour - Smoothie / Pastry,4.25,4
DDH 3.8 Miles,WeldWerks Brewing Co.,IPA - Imperial / Double New England / Hazy,4.5,4.18
Brewer's Reserve Bourbon Pecan Kringle Stout,Central Waters Brewing Company,Stout - Imperial / Double Pastry,4.5,4.23
Lemon Meringue Pie,Westbrook Brewing Co.,Sour - Fruited,4,4.05
Tunnel Vision,Bearded Iris Brewing,IPA - New England / Hazy,4.25,4.11
DDH PULP Daddy,Greater Good Imperial Brewing Company,IPA - Imperial / Double New England / Hazy,4.5,4.16
GREMLIN,Black Project Spontaneous & Wild Ales,Sour - Other,4,3.8
Gunner's Daughter,Mast Landing Brewing Co.,Stout - Milk / Sweet,4,4.15
Assassin (2020),Toppling Goliath Brewing Co.,Stout - Imperial / Double,5,4.59
Tickle Monster,Drekker Brewing Company,IPA - Imperial / Double New England / Hazy,4,4.13
Bakery: Oatmeal Cookie,The Bruery,Stout - Imperial / Double Pastry,4,4.08
Coffee & Cakes (All Canned Dates),Hubbard's Cave,Stout - Imperial / Double,4.25,4.09
Existential Joy,Belching Beaver Brewery,Sour - Fruited,4.25,3.97
FSB 2019: PART 1,Fair State Brewing Cooperative,Stout - Imperial / Double Pastry,4.5,4.17
Wari,Off Color Brewing,Corn Beer / Chicha de Jora,4,3.77
Barrel Aged ¡Viva La Beaver!,Belching Beaver Brewery,Stout - Imperial / Double Milk,4.75,4.32
Big Frooty #10: Plum & Grape CoolAide,Barn Town Brewing,Sour - Smoothie / Pastry,4,4.35
Big Frooty #11: Tangerine & Tang,Barn Town Brewing,Sour - Smoothie / Pastry,4.5,4.38
Hop Waka (Pineapple Passion),Brightside Aleworks,IPA - New England / Hazy,4.25,4.01
Big Frooty #9: Strawberry Chocolate Cheesecake,Barn Town Brewing,Sour - Smoothie / Pastry,4,4.22
Elbros,Barn Town Brewing,IPA - Imperial / Double New England / Hazy,4.25,3.9
Beer Geek Brunch Weasel Barrel Aged Bourbon,Mikkeller,Stout - Imperial / Double Oatmeal,4.25,4.33
Enlighten-Mint Stout,Brightside Aleworks,Stout - American,4,3.96
Degrees of Boredom,Brightside Aleworks,IPA - Session,3,3.97
Hazy Diamond Bling Sauce,Brightside Aleworks,IPA - Imperial / Double New England / Hazy,4,4.02
Strawberry Chocolate Cheesecake,Barn Town Brewing,Sour - Smoothie / Pastry,3.75,3.99
3 Way Hot Rod,Pulpit Rock Brewing Company,IPA - American,4,4.02
Lemon Bar Sour,Barn Town Brewing,Sour - Smoothie / Pastry,4.25,4.08
FSB 2019: PART 2,Fair State Brewing Cooperative,Stout - Imperial / Double Pastry,4.25,4.04
Antidote BA Blonde Stout,Backpocket Brewing,Stout - Imperial / Double White / Golden,4.25,3.91
Pushpop: Adventure Is Out There,Lua Brewing,Sour - Fruited,5,4.69
Coffee Cloud Maker,Lil Beaver Brewery,Stout - Imperial / Double,4.25,3.85
Pushpop: Parking Lot Wedding,Lua Brewing,Sour - Fruited,5,4.64
Pushpop: Suerte,Lua Brewing,Sour - Fruited,4.5,4.61
Pushpop: One-Man Submarine Ride,Lua Brewing,Sour - Fruited,4.5,4.57
Holding Pattern,Barn Town Brewing,IPA - New England / Hazy,4.25,4
"Dragon’s Milk Reserve: Rum Barrel-Aged Stout with Chocolate, Hazelnut, & Toasted Coconut (2020-1)",New Holland Brewing,Stout - Imperial / Double,3.25,3.86
"Big Frooty: Strawberry, Blueberry, Red Raspberry",Barn Town Brewing,Sour - Smoothie / Pastry,4.5,4.35
Wagon Wheel Wit,Barn Town Brewing,Wheat Beer - Witbier / Blanche,3.5,3.54
"Big Frooty: Peach, Strawberry, Red Raspberry",Barn Town Brewing,Sour - Smoothie / Pastry,4.25,4.22
Term Oil 19-C,Toppling Goliath Brewing Co.,Stout - Imperial / Double,4.25,4.42
Coffee Cinnamon B-Bomb (2019),Fremont Brewing,Winter Ale,4.25,4.41
MMMMMM.......DROP!,Barn Town Brewing,IPA - Imperial / Double,4.5,4.07
Norseman's Wrath,Toppling Goliath Brewing Co.,Stout - Russian Imperial,4.25,3.75
Slow Pitch,Pulpit Rock Brewing Company,IPA - American,4,4.08
Hibiscus Rose,Jefferson County Ciderworks,Cider - Traditional / Apfelwein,2.5,3.69
Pilsner Mikel,Pulpit Rock Brewing Company,Pilsner - Czech,3.75,3.74
"Big Frooty #1: Blackberry, Peach, Pineapple",Barn Town Brewing,Sour - Smoothie / Pastry,4,4.22
All Together,Pulpit Rock Brewing Company,IPA - American,4.25,4.2
Dirty Secret,Pulpit Rock Brewing Company,Pale Ale - American,4.5,4.11
Root Beer,Barn Town Brewing,Root Beer,3.75,4.36
Saturday Morning Grape & Blueberry,Backpocket Brewing,Sour - Smoothie / Pastry,4,3.98
Pushpop: The Perfect Cast,Lua Brewing,Sour - Fruited,4.5,4.48
All Together,Big Grove Brewery,IPA - New England / Hazy,4.25,4.11
Pushpop: Maybe Love Is the Reason Why,Lua Brewing,Sour - Fruited,4.5,4.56
Black Cherry Lemonade,Truly Hard Seltzer,Hard Seltzer,2.75,3.39
Mango Lemonade,Truly Hard Seltzer,Hard Seltzer,2.5,3.36
Strawberry Lemonade,Truly Hard Seltzer,Hard Seltzer,2.5,3.38
Original Lemonade ,Truly Hard Seltzer,Hard Seltzer,2.25,3.26
Sugar Shower,Barn Town Brewing,Fruit Beer,3.25,3.83
Always Bag Yer Peppers,Barn Town Brewing,Stout - Pastry,4,3.97
Citra Neon Hazy IPA,Barn Town Brewing,IPA - New England / Hazy,4,4.25
Chocolate Bouncy House,Barn Town Brewing,Stout - Milk / Sweet,4,4.05
Mantra,Lua Brewing,Stout - Imperial / Double,4,4.2
Pushpop: Windows,Lua Brewing,Sour - Fruited,5,4.6
Ring Around the Gose,SingleSpeed Brewing Company,Sour - Traditional Gose,4.25,3.9
"""The Gang Brews A Beer""",Brightside Aleworks,IPA - New England / Hazy,4,4.12
Slimothy James,Lua Brewing,IPA - Imperial / Double,4.25,4.17
Coffee Shop Series: Coffee Oatmeal Stout,Big Grove Brewery,Stout - Coffee,4,4.06
From Zero To Iffy,Gezellig Brewing Company,Stout - Imperial / Double Milk,4.25,4.07
Peach & Chong,Barn Town Brewing,Sour - Fruited,4.25,4.09
Tricia,Finnegans Brew Co.,Pale Ale - Belgian,3.5,3.75
Barrel Aged Cicada Killer (w/ Coconut) (2020),Barn Town Brewing,Stout - Imperial / Double,4,4.31
Fantastic Voyage,Perennial Artisan Ales,Stout - Imperial / Double Milk,3.75,3.92
Holidotz,Toppling Goliath Brewing Co.,Lager - American Light,3.5,3.75
Barrel Aged Aurox Imperial Stout -- Batch I (2/29/2020),Alluvial Brewing Company,Stout - Imperial / Double,4.25,4.2
Electric Machete,Barn Town Brewing,IPA - Imperial / Double,4.25,4.13
Pushpop: Panm,Lua Brewing,Sour - Fruited,4.25,4.54
Pushpop: Pand,Lua Brewing,Sour - Fruited,4.75,4.45
Zombie Dust,3 Floyds Brewing,Pale Ale - American,4.25,4.26
Petite Sour Blueberry,Crooked Stave Artisan Beer Project,Wild Ale - American,3.75,4
Speedway Stout,AleSmith Brewing Company,Stout - Imperial / Double Coffee,4,4.18
Tripl3 Scoop,Barn Town Brewing,Stout - Imperial / Double Milk,3.75,4.05
Strawberry Shortcake,Barn Town Brewing,Sour - Smoothie / Pastry,4.25,4.33
Canadian Breakfast Stout (CBS),Founders Brewing Co.,Stout - Imperial / Double Coffee,4.5,4.46
Batch To the Future,Barn Town Brewing,IPA - American,4,3.94
Double Hop Skewer,Barn Town Brewing,IPA - Imperial / Double,4.5,4.34
Girl Stout Cookees,Barn Town Brewing,Stout - Pastry,5,4.19
Cherry Limeade Sour,Barn Town Brewing,Sour - Fruited,3.75,3.51
Raspberry Drive-In,Barn Town Brewing,IPA - Milkshake,4,3.96
Barrel Aged Cicada Killer (w/ Vanilla) (2020),Barn Town Brewing,Stout - Imperial / Double,4.5,4.42
Hipster Brunch Stout,Odd Side Ales,Stout - Imperial / Double Coffee,4,4.22
Capital Gold Vienna-Style Lager,Confluence Brewing Company,Lager - Vienna,2.5,3.53
Milk Stout,Left Hand Brewing Company,Stout - Milk / Sweet,3.75,3.89
Barrel Aged Aurox Imperial Stout (Coconut) -- Batch I (2/29/2020),Alluvial Brewing Company,Stout - Imperial / Double,4.75,4.53
Aurox Imperial Stout w/ Maple & Sumatran Coffee,Alluvial Brewing Company,Stout - Imperial / Double,4,4.26
Jai Alai,Cigar City Brewing,IPA - American,4.25,3.93
Hoppin' Harbor,Fat Point Brewing,Pale Ale - American,4,3.6
Oatmeal Stout,Fat Point Brewing,Stout - Oatmeal,3.75,3.75
Habanero IPA,Fat Point Brewing,IPA - American,3.25,3.79
Cape Haze,Fat Point Brewing,Wheat Beer - Other,3.5,3.59
Tropic Pressure,Big Storm Brewing Co.,Golden Ale,3.5,3.6
Hazify,Palm City Brewing,IPA - New England / Hazy,4.5,3.95
Traditional Lager,Yuengling Brewery,Lager - American Amber / Red,3,3.49
Bromosa Tangerine IPA,Big Storm Brewing Co.,IPA - American,3.5,3.79
Pernicious,Wicked Weed Brewing,IPA - American,4,3.97
First Crush,Fishback & Stephenson,Cider - Traditional / Apfelwein,3.25,3.83
Dart,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.25,4.11
Hotcakes,Peace Tree Brewing Company,Stout - American,3.5,3.83
Justice For Barb,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.25,4.14
Sun Reaper,Toppling Goliath Brewing Co.,IPA - Imperial / Double New England / Hazy,4,4.11
Pushpop: Lawn Duty,Lua Brewing,Sour - Fruited,4.75,4.42
Pushpop: Swan Duty,Lua Brewing,Sour - Fruited,4.5,4.46
El Jefe (2019),Madhouse Brewing Company,Stout - Imperial / Double,4.5,4.42
Double Maple GAZPROM! (2020),Lion Bridge Brewing Company,Stout - Russian Imperial,4.5,4.33
Jesus On A Forklift (w/ Horizon Line Coffee & Vanilla Bean),Exile Brewing Company,Stout - Imperial / Double,4.25,4.22
Candy Paint,Lua Brewing,Sour - Fruited,4.25,4.15
Baby Blue Sedan,Lua Brewing,Sour - Fruited,4.5,4.15
Anxious,Lua Brewing,Stout - Imperial / Double,4.75,4.49
Letter of Marque Rum Barrel Aged DIPA W/ Coconut,Confluence Brewing Company,IPA - Imperial / Double,3.5,3.91
Dosvidanya Bourbon Barrel,DESTIHL Brewery,Stout - Imperial / Double,4,4.19
Screenshot,Prairie Artisan Ales,Stout - Imperial / Double Coffee,4.5,4.24
Christmas Light Chat,Big Grove Brewery,IPA - New England / Hazy,4.25,4.21
Guinness Draught,Guinness,Stout - Irish Dry,3.5,3.77
Coors Light,Coors Brewing Company,Lager - American Light,2.75,2.42
Hopslam Ale,Bell's Brewery,IPA - Imperial / Double,4.25,4.27
Bourbon County Brand Café de Olla Stout (2019),Goose Island Beer Co.,Stout - Imperial / Double Coffee,4.5,4.36
Mornin' Delight,Toppling Goliath Brewing Co.,Stout - Imperial / Double Coffee,4.75,4.63
GAZPROM! (2020),Lion Bridge Brewing Company,Stout - Russian Imperial,4.25,4.16
Black Magic Coffee Stout,Firetrucker Brewery,Stout - Coffee,3.75,3.85
Berry Noir,Boulevard Brewing Co.,Sour - Fruited,4.5,3.84
Voodoo Ranger Imperial IPA,New Belgium Brewing Company,IPA - Imperial / Double,4,3.74
Blueberry Pancakes,Barn Town Brewing,Stout - Imperial / Double Milk,4,4.06
Mallow Mooed Marshmallow Milk Stout,Alluvial Brewing Company,Stout - Milk / Sweet,3.75,3.9
The Visitor Imperial Stout,Alluvial Brewing Company,Stout - Imperial / Double,4,3.99
Dogs & Cats Living Together DIPA,Alluvial Brewing Company,IPA - Imperial / Double,4,4
Bike Rack Rumble,Barn Town Brewing,IPA - New England / Hazy,4.25,4.09
12 On Twelve12,Barn Town Brewing,Stout - Imperial / Double,5,4.41
Super Cluster (2019),Lagunitas Brewing Company,IPA - Imperial / Double,3.5,3.85
Double Dry Hop King Sue,Toppling Goliath Brewing Co.,IPA - Imperial / Double New England / Hazy,4.75,4.41
Barrel Aged Cookie Oja,IOWA BREWING Co.,Porter - Baltic,4.5,4.17
Cranberry Sour,Peace Tree Brewing Company,Sour - Fruited,4,3.83
Ayinger Bairisch / Bavarian Pils,Ayinger Privatbrauerei,Pilsner - German,2.75,3.56
Ayinger Altbairisch Dunkel,Ayinger Privatbrauerei,Lager - Munich Dunkel,3.75,3.7
Locked In A Haze,Court Avenue Brewing Company,IPA - New England / Hazy,4.25,3.85
Bourbon County Brand Wheatwine (2019),Goose Island Beer Co.,Wheat Beer - Wheat Wine,4.25,4.18
The UnderCAKEer,Barn Town Brewing,Stout - Imperial / Double Pastry,4.5,4.22
Cahoots Barrel-Aged 5,Cahoots Brewing,Stout - Russian Imperial,4.25,4.26
Bourbon County Brand Mon Chéri Stout (2019),Goose Island Beer Co.,Stout - Imperial / Double,4,4.31
Saison Des Moines With Cranberries and Spruce Tips,Confluence Brewing Company,Farmhouse Ale - Saison,3.5,3.7
Pig’s Blood Pilsner,Fox Brewing Company,Pilsner - Other,1.5,3.21
Oja,IOWA BREWING Co.,Porter - Baltic,3.5,3.79
Slang Du Jour - Blueberry Pancakes,Drekker Brewing Company,Sour - Smoothie / Pastry,4.75,3.85
Bourbon County Brand Stout (2019) 14.7%,Goose Island Beer Co.,Stout - Imperial / Double,5,4.45
Hopocalypse Now,Flix Brewhouse,IPA - New England / Hazy,4,3.77
Freak Parade,Drekker Brewing Company,IPA - Imperial / Double New England / Hazy,4.5,4.11
Oakonut Delight (2019),Lion Bridge Brewing Company,Stout - Imperial / Double,4,4.21
Barrel Aged Maple Pecanye West (2019),Barn Town Brewing,Stout - Imperial / Double Milk,5,4.42
Lost In A Whirlpool,Creature Comforts Brewing Company,IPA - Imperial / Double,4,4.08
Willettized Coffee Stout (2019),Lagunitas Brewing Company,Stout - Imperial / Double Coffee,4.25,4.23
Double Dry Hop Light Speed,Toppling Goliath Brewing Co.,Pale Ale - American,4,3.99
"Ferryman's Fuel Russian Imperial Stout W/ Raw Sugar, Chocolate, & Coffee",Confluence Brewing Company,Stout - Russian Imperial,4,4.08
Ten FIDY,Oskar Blues Brewery,Stout - Imperial / Double,4.25,4.09
Two Hearted Ale,Bell's Brewery,IPA - American,3.75,3.95
Bomb!,Prairie Artisan Ales,Stout - Imperial / Double Coffee,4.25,4.3
Black Cherry Stout,Keg Creek Brewing Company,Stout - Other,4,3.59
Claw Machine,Dimensional Brewing Company,IPA - New England / Hazy,4.5,4.02
